uid,date,titre,type_vote,adopte,dossier_ref,nb_votants,pour,contre,abstention
VTANR5L17V4452,2025-12-02,l'amendement n° 147 de Mme Runel et les amendements identiques suivants de suppression de l'article 3 du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,adopté,,313,201,112,0
VTANR5L17V4472,2025-12-03,l'article 5 du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,adopté,,257,255,1,1
VTANR5L17V4493,2025-12-03,l'amendement n° 771 (rect.) du Gouvernement à l'article 10 du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,adopté,,199,123,38,38
VTANR5L17V4508,2025-12-03,l'article 11 du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,adopté,,278,277,1,0
VTANR5L17V4499,2025-12-03,l'amendement n° 490 de M. Clouet à l'article 10 du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,adopté,,183,87,67,29
VTANR5L17V4481,2025-12-03,l'amendement n° 872 de M. Bazin à l'article 8 quater du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,adopté,,213,133,54,26
VTANR5L17V4477,2025-12-03,l'amendement de rétablissement n° 49 de M. Liégeon et les amendements identiques suivants à l'article 7 ter (supprimé) du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,237,95,130,12
VTANR5L17V4496,2025-12-03,l'amendement n° 483 de M. Maudet à l'article 10 du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,158,36,121,1
VTANR5L17V4469,2025-12-03,l'amendement n° 462 de Mme Leboucher à l'article 5 du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,248,47,170,31
VTANR5L17V4478,2025-12-03,l'amendement n° 191 de M. Guedj et l'amendement identique suivant de suppression de l'article 8 ter du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,221,74,90,57
VTANR5L17V4507,2025-12-03,l'amendement n° 437 (rect.) de M. Davi à l'article 11 du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,277,45,231,1
VTANR5L17V4501,2025-12-03,l'amendement de suppression n° 302 de M. Bazin et l'amendement identique suivant à l'article 10 bis A du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,222,89,131,2
VTANR5L17V4506,2025-12-03,l'amendement n° 436 (rect.) de M. Davi et l'amendement identique suivant à l'article 11 du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,276,47,229,0
VTANR5L17V4497,2025-12-03,l'amendement n° 484 de Mme Amiot à l'article 10 du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,150,36,110,4
VTANR5L17V4512,2025-12-03,l'amendement de rétablissement n° 560 de Mme Leboucher à l'article 11 ter (supprimé) du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,243,60,147,36
VTANR5L17V4476,2025-12-03,l'amendement de suppression n° 61 de Mme Sylvie Bonnet et les amendements identiques suivants à l'article 6 quater du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,adopté,,241,148,91,2
VTANR5L17V4504,2025-12-03,l'amendement de rétablissement n° 233 de Mme Pirès-Beaune et les amendements identiques suivants à l'article 10 bis (supprimé) du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,adopté,,255,207,46,2
VTANR5L17V4468,2025-12-03,l'amendement n° 849 de Mme Galliard-Minier à l'article 5 du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,adopté,,234,188,37,9
VTANR5L17V4470,2025-12-03,l'amendement n° 452 de Mme Leboucher à l'article 5 du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,246,122,123,1
VTANR5L17V4466,2025-12-03,le sous-amendement n° 1069 de M. Davi à l'amendement n° 843 de Mme Galliard-Minier à l'article 5 du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,219,74,144,1
VTANR5L17V4492,2025-12-03,l'amendement de rétablissement n° 36 de M. Le Gac à l'article 9 septies (supprimé) du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,223,110,110,3
VTANR5L17V4467,2025-12-03,l'amendement n° 843 de Mme Galliard-Minier à l'article 5 du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,adopté,,228,220,0,8
VTANR5L17V4515,2025-12-03,l'amendement n° 235 de Mme Runel et l'amendement identique suivant à l'article 11 ter (supprimé) du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,243,117,120,6
VTANR5L17V4480,2025-12-03,l'article 8 ter du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,adopté,,236,89,83,64
VTANR5L17V4511,2025-12-03,l'amendement n° 303 de M. Bazin et l'amendement identique suivant à l'article 11 bis du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,273,108,157,8
VTANR5L17V4471,2025-12-03,l'amendement n° 845 de Mme Galliard-Minier à l'article 5 du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,adopté,,254,213,34,7
VTANR5L17V4488,2025-12-03,l'amendement de suppression n° 298 de M. Bazin et l'amendement identique suivant à l'article 9 quinquies A du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,adopté,,216,109,100,7
VTANR5L17V4461,2025-12-03,l'amendement n° 285 (rect.) de Mme Bourouaha à l'article 5 du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,119,34,46,39
VTANR5L17V4479,2025-12-03,l'amendement n° 473 de M. Clouet à l'article 8 ter du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,240,88,94,58
VTANR5L17V4485,2025-12-03,l'amendement de rétablissement n° 804 de M. Mathiasin l'article 8 octies (supprimé) du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,adopté,,249,132,70,47
VTANR5L17V4473,2025-12-03,l'article 5 bis du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,adopté,,239,182,37,20
VTANR5L17V4510,2025-12-03,le sous-amendement n° 1067 de Mme Colin-Oesterlé à l'amendement n° 303 de M. Bazin à l'article 11 bis du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,269,77,114,78
VTANR5L17V4498,2025-12-03,l'amendement n° 489 de Mme Amiot à l'article 10 du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,174,60,61,53
VTANR5L17V4474,2025-12-03,l'amendement de rétablissement n° 150 de Mme Colin-Oesterlé et les amendements identiques suivants à l'article 5 ter (supprimé) du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,adopté,,246,168,65,13
VTANR5L17V4495,2025-12-03,l'amendement n° 481 de Mme Amiot et l'amendement identique suivant à l'article 10 du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,158,35,122,1
VTANR5L17V4503,2025-12-03,l'article 10 bis B du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,adopté,,225,184,40,1
VTANR5L17V4490,2025-12-03,l'amendement n° 827 de M. Bazin à l'article 9 sexies C du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,adopté,,218,80,34,104
VTANR5L17V4464,2025-12-03,le sous-amendement n° 1070 de M. Davi à l'amendement n° 843 de Mme Galliard-Minier à l'article 5 du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,221,77,143,1
VTANR5L17V4491,2025-12-03,l'amendement de rétablissement n° 209 de Mme Lebon et l'amendement identique suivant à l'article 9 sexies (supprimé) du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,222,82,124,16
VTANR5L17V4514,2025-12-03,l'amendement n° 505 de M. Clouet et l'amendement identique suivant à l'article 11 ter (supprimé) du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,246,59,147,40
VTANR5L17V4500,2025-12-03,l'amendement n° 704 de Mme Colin-Oesterlé et l'amendement identique suivant à l'article 10 du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,214,100,111,3
VTANR5L17V4483,2025-12-03,l'amendement n° 195 de M. Monnet et les amendements identiques suivants de suppression de l'article 8 septies du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,281,99,180,2
VTANR5L17V4509,2025-12-03,l'amendement de suppression n° 15 de M. Dive et les amendements identiques suivants à l'article 11 bis du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,267,94,161,12
VTANR5L17V4505,2025-12-03,l'amendement de rétablissement n° 126 de Mme Colin-Oesterlé et l'amendement identique suivant à l'article 10 bis (supprimé) du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,adopté,,262,209,39,14
VTANR5L17V4486,2025-12-03,l'amendement de rétablissement n° 202 (rect.) de M. Wauquiez et les amendements identiques suivants à l'article 9 bis (supprimé) du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,253,73,177,3
VTANR5L17V4502,2025-12-03,l'amendement n° 502 de M. Maudet à l'article 10 bis A du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,238,43,156,39
VTANR5L17V4484,2025-12-03,l'article 8 septies du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,adopté,,277,155,106,16
VTANR5L17V4487,2025-12-03,l'amendement de rétablissement n° 4 de M. Wauquiez et les amendements identiques suivants à l'article 9 quater (supprimé) du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,233,86,138,9
VTANR5L17V4465,2025-12-03,le sous-amendement n° 1065 de M. Balanant à l'amendement n° 843 de Mme Galliard-Minier à l'article 5 du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,222,14,205,3
VTANR5L17V4513,2025-12-03,l'amendement n° 678 (rect.) de M. Isaac-Sibille à l'article 11 ter (supprimé) du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,246,87,118,41
VTANR5L17V4463,2025-12-03,l'amendement n° 77 de M. Davi et l'amendement identique suivant à l'article 5 du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,215,106,107,2
VTANR5L17V4489,2025-12-03,l'amendement de suppression n° 299 de M. Bazin à l'article 9 sexies C du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,209,88,118,3
VTANR5L17V4475,2025-12-03,l'amendement de rétablissement n° 151 de M. Guedj et les amendements identiques suivants à l'article 5 quater (supprimé) du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,adopté,,254,168,73,13
